id camera_l disp qw qx qy qz tx ty tz
0 Kite_training/cloudy/color_left/trajectory_3025/000004.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000004.PNG 0.999963 0.004351 -0.007411 -0.000385 0.464083 0.233864 1.328646
1 Kite_training/cloudy/color_left/trajectory_3025/000008.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000008.PNG 0.999989 -0.001598 -0.00426 0.000915 0.42561 0.047984 1.305729
2 Kite_training/cloudy/color_left/trajectory_3025/000012.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000012.PNG 0.999981 -0.005807 -0.00215 -0.000179 0.375192 -0.163682 1.285344
3 Kite_training/cloudy/color_left/trajectory_3025/000016.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000016.PNG 0.999959 -0.008583 -0.001038 -0.002848 0.316385 -0.381876 1.260748
4 Kite_training/cloudy/color_left/trajectory_3025/000020.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000020.PNG 0.999927 -0.011803 -0.000507 -0.002443 0.257447 -0.529644 1.235005
5 Kite_training/cloudy/color_left/trajectory_3025/000024.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000024.PNG 0.999866 -0.016153 -0.000313 0.002769 0.198022 -0.583434 1.211782
6 Kite_training/cloudy/color_left/trajectory_3025/000028.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000028.PNG 0.999703 -0.021117 -0.000176 0.01213 0.132616 -0.554125 1.194743
7 Kite_training/cloudy/color_left/trajectory_3025/000032.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000032.PNG 0.999557 -0.022299 0.000268 0.019715 0.061497 -0.500367 1.18453
8 Kite_training/cloudy/color_left/trajectory_3025/000036.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000036.PNG 0.999597 -0.017481 0.000563 0.022345 -0.008808 -0.439892 1.185686
9 Kite_training/cloudy/color_left/trajectory_3025/000040.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000040.PNG 0.999767 -0.007543 -2e-06 0.020245 -0.069596 -0.359578 1.204086
10 Kite_training/cloudy/color_left/trajectory_3025/000044.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000044.PNG 0.999859 0.000807 -0.000241 0.016787 -0.112432 -0.259118 1.235791
11 Kite_training/cloudy/color_left/trajectory_3025/000048.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000048.PNG 0.999896 0.004505 0.001105 0.013668 -0.138422 -0.148161 1.271446
12 Kite_training/cloudy/color_left/trajectory_3025/000052.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000052.PNG 0.999924 0.003963 0.00434 0.010838 -0.154719 -0.038303 1.304788
13 Kite_training/cloudy/color_left/trajectory_3025/000056.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000056.PNG 0.999939 0.003051 0.006925 0.008021 -0.172588 0.062637 1.333865
14 Kite_training/cloudy/color_left/trajectory_3025/000060.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000060.PNG 0.999954 0.004396 0.006783 0.005079 -0.195283 0.155773 1.359491
15 Kite_training/cloudy/color_left/trajectory_3025/000064.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000064.PNG 0.999959 0.007918 0.003905 0.002095 -0.217393 0.246726 1.381995
16 Kite_training/cloudy/color_left/trajectory_3025/000068.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000068.PNG 0.999929 0.011811 0.001441 0.000357 -0.23039 0.335304 1.397899
17 Kite_training/cloudy/color_left/trajectory_3025/000072.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000072.PNG 0.999897 0.013985 0.003129 0.001137 -0.232688 0.41578 1.402644
18 Kite_training/cloudy/color_left/trajectory_3025/000076.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000076.PNG 0.999847 0.014367 0.009079 0.004115 -0.234038 0.483741 1.395375
19 Kite_training/cloudy/color_left/trajectory_3025/000080.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000080.PNG 0.999776 0.01319 0.01531 0.006364 -0.247149 0.539585 1.376391
20 Kite_training/cloudy/color_left/trajectory_3025/000084.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000084.PNG 0.999799 0.010534 0.016456 0.004551 -0.277063 0.585154 1.347669
21 Kite_training/cloudy/color_left/trajectory_3025/000088.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000088.PNG 0.999906 0.00617 0.012232 -0.001119 -0.314117 0.614658 1.31445
22 Kite_training/cloudy/color_left/trajectory_3025/000092.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000092.PNG 0.999963 0.001531 0.005296 -0.006667 -0.347904 0.613866 1.285382
23 Kite_training/cloudy/color_left/trajectory_3025/000096.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000096.PNG 0.999988 -0.000457 0.000854 -0.004835 -0.369138 0.568043 1.26763
24 Kite_training/cloudy/color_left/trajectory_3025/000100.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000100.PNG 0.999987 0.000457 -0.000417 0.005134 -0.374593 0.487995 1.25675
25 Kite_training/cloudy/color_left/trajectory_3025/000104.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000104.PNG 0.999813 0.003202 0.000486 0.019052 -0.363167 0.397039 1.246115
26 Kite_training/cloudy/color_left/trajectory_3025/000108.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000108.PNG 0.999671 0.004932 0.000827 0.025155 -0.334335 0.328751 1.230221
27 Kite_training/cloudy/color_left/trajectory_3025/000112.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000112.PNG 0.999758 0.005051 0.000344 0.02141 -0.294089 0.276976 1.210576
28 Kite_training/cloudy/color_left/trajectory_3025/000116.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000116.PNG 0.999946 0.003717 -0.000451 0.009737 -0.247678 0.231584 1.189302
29 Kite_training/cloudy/color_left/trajectory_3025/000120.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000120.PNG 0.999997 0.002096 -0.000451 -0.001043 -0.204878 0.195151 1.168804
30 Kite_training/cloudy/color_left/trajectory_3025/000124.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000124.PNG 0.999965 0.00054 0.000541 -0.008382 -0.166368 0.173051 1.148591
31 Kite_training/cloudy/color_left/trajectory_3025/000128.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000128.PNG 0.99992 -0.000924 0.002004 -0.012471 -0.132787 0.167605 1.127986
32 Kite_training/cloudy/color_left/trajectory_3025/000132.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000132.PNG 0.999883 -0.001319 -0.000557 -0.015238 -0.113655 0.16708 1.107994
33 Kite_training/cloudy/color_left/trajectory_3025/000136.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000136.PNG 0.999795 0.000417 -0.00962 -0.017822 -0.105117 0.165658 1.089679
34 Kite_training/cloudy/color_left/trajectory_3025/000140.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000140.PNG 0.999497 0.004831 -0.024248 -0.019881 -0.092732 0.167353 1.072397
35 Kite_training/cloudy/color_left/trajectory_3025/000144.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000144.PNG 0.999151 0.00909 -0.035498 -0.018838 -0.056443 0.181812 1.051006
36 Kite_training/cloudy/color_left/trajectory_3025/000148.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000148.PNG 0.999144 0.009928 -0.037842 -0.01344 0.000663 0.212229 1.020718
37 Kite_training/cloudy/color_left/trajectory_3025/000152.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000152.PNG 0.999464 0.006099 -0.031851 -0.004421 0.059172 0.250832 0.982387
38 Kite_training/cloudy/color_left/trajectory_3025/000156.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000156.PNG 0.999745 0.000332 -0.022183 0.004233 0.105852 0.282171 0.943432
39 Kite_training/cloudy/color_left/trajectory_3025/000160.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000160.PNG 0.999862 -0.003054 -0.014068 0.008256 0.13844 0.29655 0.910291
40 Kite_training/cloudy/color_left/trajectory_3025/000164.JPEG Kite_training/cloudy/stereo_disparity/trajectory_3025/000164.PNG 0.999935 -0.003462 -0.007801 0.007577 0.159849 0.299349 0.88247
