id	camera_l	disp	qw	qx	qy	qz	tx	ty	tz
0	PLE_training/fall/color_left/trajectory_4010/000004.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000004.PNG	0.998845	-0.004619	-0.027217	-0.039317	-0.277563	0.446605	1.078910
1	PLE_training/fall/color_left/trajectory_4010/000008.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000008.PNG	0.998741	-0.003817	-0.037897	-0.032650	-0.247192	0.414672	1.116000
2	PLE_training/fall/color_left/trajectory_4010/000012.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000012.PNG	0.998427	-0.001861	-0.048192	-0.028600	-0.201638	0.383913	1.154501
3	PLE_training/fall/color_left/trajectory_4010/000016.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000016.PNG	0.997997	0.000984	-0.057325	-0.026721	-0.139610	0.353241	1.191757
4	PLE_training/fall/color_left/trajectory_4010/000020.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000020.PNG	0.997790	0.004127	-0.061572	-0.024624	-0.054921	0.320655	1.219225
5	PLE_training/fall/color_left/trajectory_4010/000024.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000024.PNG	0.997960	0.006854	-0.059787	-0.021324	0.043519	0.285992	1.233863
6	PLE_training/fall/color_left/trajectory_4010/000028.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000028.PNG	0.998455	0.008709	-0.052262	-0.016738	0.140752	0.247360	1.239366
7	PLE_training/fall/color_left/trajectory_4010/000032.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000032.PNG	0.998913	0.009644	-0.043591	-0.013425	0.220562	0.207696	1.240416
8	PLE_training/fall/color_left/trajectory_4010/000036.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000036.PNG	0.999114	0.010064	-0.038354	-0.014125	0.275561	0.170731	1.239966
9	PLE_training/fall/color_left/trajectory_4010/000040.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000040.PNG	0.999094	0.010390	-0.036643	-0.018971	0.311273	0.136293	1.239565
10	PLE_training/fall/color_left/trajectory_4010/000044.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000044.PNG	0.998985	0.011041	-0.036117	-0.024553	0.335122	0.105177	1.237419
11	PLE_training/fall/color_left/trajectory_4010/000048.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000048.PNG	0.999030	0.011975	-0.033500	-0.025944	0.350214	0.076421	1.232613
12	PLE_training/fall/color_left/trajectory_4010/000052.JPEG	PLE_training/fall/stereo_disparity/trajectory_4010/000052.PNG	0.999251	0.012649	-0.028630	-0.022747	0.352528	0.045801	1.229288
