id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000006.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000006.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000012.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000012.png	0.999987	-0.004083	-0.000475	0.002955	0.010284	-0.017894	1.897992	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000013.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000013.png	0.999986	-0.004544	-0.000504	-0.002543	-0.008232	-0.025047	1.792024	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000016.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000016.png	0.999998	0.001967	-0.000295	0.000500	0.017955	-0.027838	1.704095	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000017.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000017.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000023.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000023.png	0.999996	-0.002921	0.000247	-0.000304	0.021841	-0.035827	1.644069	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000026.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000026.png	0.999993	0.003560	-0.000471	0.000966	0.024273	-0.032862	1.554271	0.580948	1.924101	0.490788	0.460944
1	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000027.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000027.png	0.999998	0.001893	-0.000110	0.000594	0.023024	-0.026091	1.544122	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000030.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000030.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
3	2011_09_26/2011_09_26_drive_0104_sync/image_02/data/0000000036.png	train/2011_09_26_drive_0104_sync/proj_depth/groundtruth/image_02/0000000036.png	0.999999	0.000776	0.000414	0.001072	0.025996	0.007083	1.373286	0.580948	1.924101	0.490788	0.460944
