id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz	fx	fy	cx	cy
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000006.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000006.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000010.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000010.png	0.999994	-0.001913	-0.002336	0.001810	0.018733	0.028722	1.850082	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000009.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000009.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000013.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000013.png	0.999989	0.000226	-0.000097	0.004638	0.037140	0.022871	1.869526	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000014.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000014.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000018.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000018.png	0.999996	-0.002193	0.000890	-0.001555	0.021673	0.029004	1.836209	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000017.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000017.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000021.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000021.png	0.999976	0.006896	0.000380	-0.000021	0.018657	0.016396	1.933089	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000022.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000022.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000026.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000026.png	0.999999	0.001131	0.000316	-0.000154	0.018839	0.019629	1.882070	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000025.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000025.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000029.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000029.png	0.999991	0.002237	-0.000217	0.003700	0.034474	0.020942	1.879498	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000030.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000030.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000034.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000034.png	0.999988	0.004668	0.000079	-0.001163	0.028368	0.011581	1.944887	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000033.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000033.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000037.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000037.png	0.999987	-0.005115	0.000220	-0.000265	0.031387	0.028062	1.949642	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000038.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000038.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000042.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000042.png	0.999989	-0.003989	-0.000020	-0.002454	0.012292	0.027295	1.907476	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000041.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000041.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000045.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000045.png	0.999999	0.000824	-0.000780	0.000512	0.017707	0.018737	1.975526	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000046.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000046.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000050.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000050.png	0.999991	-0.003479	0.001256	0.002139	0.013101	0.028234	1.861528	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000049.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000049.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
2	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000053.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000053.png	0.999953	0.009587	0.000916	-0.001013	0.017260	0.007865	1.828668	0.580948	1.924101	0.490788	0.460944
0	2011_09_26/2011_09_26_drive_0095_sync/image_02/data/0000000054.png	val/2011_09_26_drive_0095_sync/proj_depth/groundtruth/image_02/0000000054.png	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.580948	1.924101	0.490788	0.460944
